Group,Baseline_HR,Gender_Adv_HR,Intersect_Adv_HR
Male_Hispanic,0.215311004784689,0.24401913875598086,0.28708133971291866
Female_White,0.27102803738317754,0.25934579439252337,0.2733644859813084
Male_White,0.3669201520912547,0.3488593155893536,0.3612167300380228
Female_Asian,0.2554112554112554,0.26406926406926406,0.30303030303030304
Male_Black,0.24624624624624625,0.24324324324324326,0.25225225225225223
Male_Asian,0.32061068702290074,0.33396946564885494,0.3320610687022901
Female_Hispanic,0.2087912087912088,0.26373626373626374,0.2967032967032967
Female_Black,0.13636363636363635,0.16666666666666666,0.24242424242424243
