Group,Baseline_DI,Gender_Adv_DI,Intersect_Adv_DI
Male_Hispanic,0.5868061581178571,0.6994772042814492,0.7947620246789222
Female_White,0.7386567236453441,0.7434108329725737,0.7567879980324644
Male_White,1.0,1.0,1.0
Female_Asian,0.6960949240741988,0.7569505880132583,0.838915470494418
Male_Black,0.6711167125674898,0.6972531114220487,0.6983404457088668
Male_Asian,0.8737887117826207,0.9573184682904506,0.919284853354761
Female_Hispanic,0.5690371804361443,0.755996047549181,0.8213996529786004
Female_Black,0.3716439001413095,0.477747502270663,0.6711323763955344
