pred_loss,adv_loss,val_acc,adv_acc,maj_base,adv_bal,alpha
0.6324745863676071,2.0957103252410887,0.6772222518920898,0.18888889253139496,0.35055556893348694,0.16855238036759354,0.0
0.594434629380703,2.0447332918643952,0.6827777624130249,0.1988888829946518,0.35055556893348694,0.17452615997048185,0.0
0.59177515655756,2.0228403002023696,0.6822222471237183,0.21888889372348785,0.35055556893348694,0.17747905194035357,0.0
0.5891045153141021,2.0193269163370133,0.6805555820465088,0.22611111402511597,0.35055556893348694,0.18864429569819302,0.0
0.586131976544857,2.008995994925499,0.6822222471237183,0.22555555403232574,0.35055556893348694,0.1810417826869895,0.0
0.5865073725581169,2.0082386881113052,0.6838889122009277,0.23277777433395386,0.35055556893348694,0.1719133238103829,0.0
0.585511714220047,2.001820868253708,0.6822222471237183,0.23222222924232483,0.35055556893348694,0.17799983126410576,0.0
0.5851613312959671,1.9996416866779327,0.6838889122009277,0.23944444954395294,0.35055556893348694,0.18605081109494118,0.0
0.5840291246771813,1.9988711148500442,0.6844444274902344,0.22777777910232544,0.35055556893348694,0.17390370817773862,0.0
0.5825288563966751,1.9956353724002838,0.6816666722297668,0.2383333295583725,0.35055556893348694,0.18598586988862642,0.0
0.5833419024944305,1.9969760924577713,0.6788889169692993,0.24888889491558075,0.35055556893348694,0.18299454832487572,0.0
0.5859804198145866,1.9971719592809678,0.676111102104187,0.23888888955116272,0.35055556893348694,0.1767670092385651,0.0
0.5827012345194816,1.9967909067869187,0.6788889169692993,0.2383333295583725,0.35055556893348694,0.18705103094191705,0.0
0.5843178436160088,1.9926928728818893,0.6800000071525574,0.2433333396911621,0.35055556893348694,0.1903851946407345,0.0
0.5823067009449006,1.9880942851305008,0.6738888621330261,0.24888889491558075,0.35055556893348694,0.1853971847272453,0.0
0.5822002962231636,2.000606858730316,0.6744444370269775,0.24222221970558167,0.35055556893348694,0.18227242616349046,0.0
